0,226,3973,8665,4797,2221,421,1620,976,872,7565,1053,1556,8185,2770,7625,3501,4040,4258,4325,5108,6005,9594,8293,10949,7650,9616,14842,15130,15625,10618,15370,16069,17728,16132,20232,17629,25433,26788,20360,21618,23162,30757,26325,28618,33829,32141,35080,34621,35600,39442,36581,39397,47065,39034,44626,43938,48733,50321,47749,48082,51578,59473,62152,57341,69625,129754,67833,60394,57130,60008,72773,58561,101762,71770,76850,106042,106964,62893,107060,103217,61136,60026,119565,123016,76634,69290,71108,122020,118645,136530,70964,123517,63904,77005,85252,68741,67220,70501,65617,157952,95978,74845,126130,69581,157001,72217,147082,68693,68648,69269,71217,70666,129805,84058,71293,141520,82433,88208,100250,91130,130085,161057,141584,93850,75313,111010,79301,137129,76745,85010,181613,108466,139345,107984,94653,79624,84424,109108,144040,83453,84020,128180,82066,85194,182349,127738,90113,82945,82373,95044,87242,115921,135962,87490,86288,92489,145874,89449,92365,98050,106346,93545,96265,120740,122065,98209,93834,166609,89417,95026,104057,96077,91330,98522,91834,168650,100360,100649,105485,116768,127165,120762,116797,99821,129224,172276,174500,97877,116602,184369,124865,98018,192833,128872,122356,99937,99860,128417,131540,155880,106625,120730,104985,158525,119698,108778,110293,132665,115802,132362,143417,114320,115700,166114,116218,112132,119045,210290,149965,173200,127097,128602,137128,162333,157250,149690,151097,131794,153621,120157,121085,145637,146330,127298,139178,187153,182317,152429,123076,124993,128804,127525,134341,132205,137416,185341,126386,137261,145953,143005,147265,154433,148289,153701,161762,163370,170266,171130,169780,170825,179969,180325,173105,179266,185224,187786,192485,193609,199541,209642,209834,215674,210340,219169,224552,221049,224129,229505,233930,235700,235709,237421,245425,256117,260584,288490,295569,297617,298250,300653,304264,310997,309530,316570,325697,328117,325069,327584,334376
226,0,6085,11673,7081,3769,197,2890,1882,1466,10229,1765,2314,10829,3904,10045,4525,3722,4868,4721,5858,6865,11560,9773,12961,7432,10250,17000,17348,17901,10548,17460,17965,19890,15626,22186,18405,28033,29378,19882,21460,24020,32885,26497,29320,35201,32309,34274,34625,35930,41120,36725,40861,49689,38416,46400,44740,50273,52037,47989,48200,51560,61393,64490,55717,72981,137700,64345,58196,57812,58018,76333,59237,95236,68004,80704,112356,100106,64493,100258,96685,62074,59732,112009,130250,72616,71752,73778,129130,125513,144448,73450,115861,64226,80145,80650,66509,68498,72437,65601,166786,100880,71825,118548,67789,165677,70001,155216,68185,68290,69269,72085,70992,136789,80360,70925,133290,85213,91738,104948,86824,136909,169621,133466,89360,75833,116420,80929,144245,76537,87412,190973,102884,146453,102490,90625,78986,86186,113930,151322,81373,81938,134378,82592,86740,191545,121000,87125,81877,81965,97994,88720,120969,142480,85544,86890,94681,138164,90889,89693,100836,110152,95489,98689,125834,116177,94841,91216,174641,88925,96904,100201,93481,91764,100816,91304,176516,102434,102661,108277,120818,121433,115600,112025,101257,134290,180162,182506,98501,120436,192821,119545,97828,201673,133690,117450,99261,99514,133081,136474,162490,108161,116324,104473,165001,115880,109640,111605,127669,117736,136456,148501,115802,117482,158624,117968,112410,120817,219172,143845,165546,129761,131476,140930,168265,150820,143860,156065,127940,158737,120321,121729,150001,141032,129320,142820,178973,174465,146765,121882,125505,130426,125425,131009,134213,140234,192209,126472,136177,148045,142805,147445,156533,147505,155377,162116,163720,172052,171944,169362,169745,182005,182421,172709,180000,184050,188500,194309,193045,198125,211336,210740,217780,210370,221085,226426,221689,224009,229013,235208,236098,235625,237725,245261,255601,260450,290448,296605,297985,298436,300925,304650,312701,310480,316964,326105,329185,324545,327266,335554
3973,6085,0,904,52,468,6098,985,1845,2977,976,2650,2873,1556,2421,1850,3490,9529,5837,6778,6037,6410,5329,6032,6404,12409,10685,9473,9509,9748,14557,10237,11664,12181,21617,15385,17680,17786,19121,25529,25381,22633,24770,28516,28521,30794,34138,41081,37220,36805,34973,38530,35802,38536,44109,39605,42925,44546,45370,48960,49793,53761,53442,54353,66170,57538,98389,84466,71609,56249,70337,59792,57668,131105,89521,62597,81457,137689,58082,137525,132548,59093,63145,153172,94505,95369,60809,61741,94005,91634,105109,62345,157482,64349,65602,106353,79888,63625,64130,67432,122597,77125,89252,159685,78818,122260,83210,114605,72500,71825,70930,69220,70933,102096,101201,74450,177685,72356,74981,82105,110777,102986,126650,177229,114245,74666,89825,73988,108754,79106,76409,143776,133373,110954,132509,112996,83729,78449,90281,114881,93602,94165,103549,81245,80089,145114,157401,104026,88794,85450,84005,82373,96058,109925,96977,85061,84584,179545,84690,104864,87613,91625,86632,87336,100597,148034,113594,106069,134114,92698,88353,121442,108170,90697,90077,95225,136753,92777,93314,94874,100861,152330,143533,137930,94868,109025,140233,141953,96322,101565,149924,148250,99857,156746,109665,143965,103780,102317,109832,111821,129097,101128,140177,108040,132218,136601,106025,105650,154466,108497,115985,122882,108901,109021,198365,109661,111745,112346,173729,176400,206053,116602,117225,121841,138100,184925,174845,130888,148625,132778,120100,119012,127940,169201,119425,124501,222116,215890,176800,128673,123400,122549,136890,148868,124304,126113,157028,126545,142148,137476,144080,146682,145786,151730,146810,160225,161825,162665,167537,171349,175162,171194,171298,174532,175885,189745,184365,184402,195444,204880,201857,205309,206109,209457,210340,215825,217480,223690,230554,227545,232949,234970,235040,244898,256932,259745,278629,289444,294248,295633,297650,300745,301930,303605,312881,321850,321498,325124,326749,327233
8665,11673,904,0,580,2404,11570,3445,5017,6725,584,6154,6229,1124,4969,1810,6178,14813,9257,10610,9137,9250,5941,7592,6868,17293,13793,9509,9425,9540,19017,10377,12136,12105,26765,15613,20232,16666,17981,30493,29665,24869,24386,32020,30925,31778,37514,46349,40868,39785,35249,41858,36490,36864,48913,39593,44809,44906,45362,51880,52949,57125,52882,52949,72682,54090,85761,94690,79253,58133,77557,55912,59540,147373,100269,58105,72045,154613,58082,154321,148804,60409,66917,171460,83213,106573,59053,59561,82945,81050,92425,60517,175930,66833,62442,118669,87464,64181,63362,70560,108025,70409,98372,177921,85474,107972,90698,101393,76564,75589,73970,70516,73305,91144,111605,78194,197145,69796,70921,75701,122365,92314,112498,196433,126185,76586,81965,73684,97466,82450,74533,127976,147449,99650,146401,123940,87893,77813,83525,103205,100642,101201,94025,83057,79861,129586,173725,112850,93778,89114,80945,82249,88794,99721,103685,86665,83008,197765,84610,113000,84825,86797,85520,85264,93185,162578,123098,114073,120818,96434,87349,131890,116098,92565,88225,99005,123725,91325,91978,91978,95441,166466,156529,150146,94660,101557,127125,128605,97730,96553,135668,161530,102877,141706,102661,156393,107748,105625,103120,104569,118477,100640,151565,111616,121810,146765,106829,105554,166954,107125,110293,115210,108425,107945,215825,108641,113661,111250,158413,191080,223785,113690,113893,116645,128644,200185,188905,123344,158717,124930,122148,120100,121588,182165,117749,119585,240836,233946,190472,133405,124704,121633,143410,157844,122600,122789,145604,128677,146500,135460,146600,148402,143666,155362,145522,161453,163045,160997,167765,174033,179162,168946,168930,177140,176193,193797,184633,182450,198196,209288,200005,205001,203401,210877,207972,213493,217600,225290,232850,226301,233425,236402,235688,246410,259060,261077,275625,288196,294304,296045,297874,300717,299258,302425,312749,321626,319954,326756,327953,325429
4797,7081,52,580,0,640,6970,1233,2221,3425,596,3042,3185,1096,2521,1418,3546,10025,5953,6962,6053,6338,4797,5668,5792,12645,10501,8653,8665,8872,14593,9409,10852,11245,21625,14409,17140,16490,17785,25385,25065,21893,23434,27936,27685,29602,33410,40681,36496,35933,33553,37706,34450,36676,43537,38041,41697,42970,43706,47860,48733,52685,51538,52273,65666,55042,94057,84690,71317,54805,69953,57188,56200,132509,89821,59849,77725,139217,56218,139013,133928,57485,62021,154944,90361,95717,58565,59405,89893,87610,100665,60065,159250,62917,63034,106873,79460,61793,62026,66100,117725,73817,89104,161353,78170,117416,82714,109969,71312,70577,69530,67464,69385,97876,101245,73162,179533,69800,72125,78773,111029,98786,121754,178997,114553,72970,86173,71840,104402,77666,73925,138500,134065,106570,133157,113040,82417,76177,86785,110401,92858,93413,99485,79441,77877,139842,158485,103610,87610,84002,81205,80153,92410,105689,96109,83165,82052,180965,82450,104260,84817,88421,84164,84676,96869,148690,113242,105417,129202,91178,85885,121250,107474,88789,87425,93685,131837,90169,90722,91970,97445,152818,143793,138034,92480,105185,135265,136937,94250,98209,144712,148538,98093,151370,105889,144061,102184,100589,106100,107981,124569,98612,140029,106308,127682,136165,103717,103162,154466,105725,112349,118850,106301,106301,199345,106945,109609,109586,168125,176788,207037,113450,113989,118225,133632,185393,175073,126788,148045,128610,117904,116624,124064,169181,116477,120905,223240,216874,176900,126985,121012,119717,135538,148000,121300,122785,152080,124301,140240,134280,141748,144154,142490,149570,143666,157469,159053,159301,164509,168805,172874,167642,167722,171944,172801,187345,181201,180794,192712,202436,198125,201857,202177,206329,206440,211889,214020,220490,227450,223733,229445,231650,231556,241522,253600,256225,274105,285192,290228,291677,293642,296665,297314,299273,308701,317594,316978,321232,322757,322625
2221,3769,468,2404,640,0,3482,97,477,1105,1588,898,1025,1928,873,1802,1594,5785,3185,3826,3445,3842,4045,4100,5024,8245,7349,7901,8009,8296,10225,8497,9540,10333,16265,12985,13780,16010,17225,19865,19993,18421,21866,23200,23733,26594,28450,34073,31184,31117,30881,32554,31410,35428,37089,35369,37393,39770,40762,42516,43181,46813,48690,50081,57122,54466,100825,73138,61829,49925,60785,56900,51272,116045,77773,59993,81805,122209,52730,122069,117416,52925,55477,136768,95849,83189,56405,57565,95157,92474,107209,57905,140850,57269,61882,93321,69700,57649,58922,59860,125645,75433,78032,142969,69050,125032,72890,116705,64208,63713,63226,62536,63577,102708,88973,66218,159997,67880,71405,79909,97733,103298,129050,159589,100937,67370,88397,68000,109330,70850,71285,146980,118625,111434,117845,100048,74849,72449,87953,115505,82970,83509,102829,73697,73765,147970,141093,92218,79290,76738,79301,75881,93850,109481,86333,77453,78884,161941,78066,93284,82561,87797,80548,81828,98293,132530,101114,94489,135314,83626,82125,108290,96530,82693,84305,86021,137581,86633,87074,89570,97045,136754,128641,123506,87872,106385,140977,142841,88330,97425,151304,133082,90845,158570,106641,129229,94120,93053,106580,108893,128137,94036,125933,98404,130946,122933,97973,98138,139298,101645,111725,119810,101485,101965,180161,102545,102841,105170,175085,159732,187501,110410,111285,116993,135808,167777,158417,127396,134525,129442,110800,110288,123680,153325,112333,119353,202760,196906,160420,117657,114388,114869,124722,135200,117044,119825,155600,116957,130832,129928,133652,136602,138010,140450,138482,149965,151517,154037,157613,159925,162922,162650,162826,163048,165649,177025,173889,175258,183240,191524,192125,194545,196785,197577,200680,205985,206116,211306,217594,216709,220949,222370,222884,231986,243360,246545,267529,277000,280916,282061,284138,287305,290050,290777,299213,308026,308466,310160,311989,314225
421,197,6098,11570,6970,3482,0,2509,1469,905,9530,1168,1517,9850,2885,8884,3232,2209,3265,3076,4105,4964,9529,7690,10730,5209,7717,14281,14625,15146,7865,14633,14954,16805,12325,18721,14906,24328,25533,16129,17545,19981,28480,22138,24785,30340,27472,29305,29602,30829,35901,31552,35600,44210,33125,40837,39073,44388,46084,42050,42241,45385,54920,57961,49424,66356,130769,58120,51885,51309,51665,69610,52650,89101,61685,73877,105365,93965,57760,94057,90466,55357,53069,105802,123057,66145,64849,66833,121889,118260,137125,66461,109520,57325,73028,74021,59722,61477,65344,58610,159205,93533,64978,111977,60832,157994,63016,147541,61058,61153,62080,64810,63725,129050,73305,63648,126509,77698,84173,97277,79697,129040,161636,126565,82189,68328,108589,73322,136244,68968,79669,182738,95617,138340,95189,83170,71305,78345,105885,143113,73760,74297,126185,74749,78829,183124,113585,79460,74084,74128,89905,80701,112712,134125,77697,78845,86530,130645,82760,81810,92561,101809,87242,90410,117377,108424,86920,83245,165960,80756,88577,92200,85396,83477,92405,83025,167621,93897,94100,99664,112093,113332,107461,103860,92650,125441,171125,173461,89920,111641,183690,111304,89245,192488,124745,109097,90626,90857,124090,127465,153313,99266,107797,95602,155636,107145,100593,102528,118900,108505,127081,139060,106573,108233,149965,108693,103205,111428,209309,134954,156701,120200,121901,131265,158458,141809,134809,146266,118701,148900,110786,112162,140186,131833,119633,133025,169938,165380,137506,112325,115778,120625,115844,121482,124330,130297,182002,116689,126050,137650,132394,136868,145828,136936,144644,151021,152569,160749,160537,158009,158408,170404,170816,161242,168317,172241,176537,182272,180914,185882,198745,198089,205049,197693,208226,213401,208690,210920,215780,221857,222665,222196,224242,231556,241610,246321,275645,281554,282866,283301,285728,289361,297296,295069,301365,310280,313316,308754,311405,319537
1620,2890,985,3445,1233,97,2509,0,148,548,2273,405,512,2533,538,2225,1125,4436,2386,2885,2696,3125,3978,3721,4937,6786,6340,7786,7930,8245,8746,8314,9193,10132,14368,12564,12625,15929,17104,17876,18162,17186,21325,21465,22282,25477,26597,31588,29185,29300,29866,30605,30253,34933,34642,34330,35730,38509,39593,40441,41026,44522,47521,49156,53813,54145,103258,68697,58162,47986,57236,56681,49309,109754,73138,59930,83218,115712,51301,115592,111101,51092,52898,129825,97780,78362,55466,56744,97000,94165,109530,56960,133813,55012,61309,88096,65897,55952,57613,57373,128468,75890,73729,135922,65477,127733,69049,119074,61385,60980,60701,60525,61234,104353,84202,63445,152500,66989,70964,80162,92570,104813,131609,152132,95650,65089,89050,66377,110993,68105,70106,149969,112642,113065,111908,94977,71812,70852,88192,117220,79061,79592,103880,71338,72018,150813,134362,87737,75961,73805,78376,74066,94177,110690,82450,75092,77477,154586,76201,88945,81490,87338,78965,80533,98600,126241,96337,90162,137377,80561,80482,103193,92189,80170,82898,82906,139490,85060,85457,88421,96644,130477,122706,117805,85889,106580,142864,144800,85853,96874,153517,127025,87866,161009,106660,123400,90829,89960,106493,108968,129204,92045,120370,95157,131885,117682,95530,95965,133313,99818,111194,119873,99380,100040,172666,100594,100000,103205,177386,153025,179860,108953,109954,116212,136305,160850,151850,127301,129130,129429,107809,107585,123209,147050,110450,118442,194749,189085,153905,113824,111565,112712,120325,130057,115105,118372,156577,113858,126929,127917,130225,133369,135929,136625,136133,146714,148250,151618,154570,156136,158729,160313,160525,159245,162490,172660,170650,172685,179173,186905,189338,191258,194218,193744,197965,203204,202581,207281,213305,213482,217160,218285,219025,227785,238873,242260,264370,273213,276701,277730,279845,283060,286589,286850,294898,303665,304501,305233,307172,310292
976,1882,1845,5017,2221,477,1469,148,0,136,3517,85,212,3737,522,3233,997,3208,1898,2221,2308,2813,4546,3893,5525,5578,5792,8450,8642,9001,7618,8914,9621,10768,12836,13000,12109,16865,18020,16328,16858,16690,21821,20389,21618,25325,25477,29672,27917,28288,29930,29437,30141,35737,32850,34442,35050,38405,39625,39285,39770,43138,47673,49640,51125,55441,108226,64513,55010,47138,54248,58133,48449,103130,68722,61610,86866,108820,51173,108740,104465,50432,51250,122365,102152,73730,56018,57460,101268,98237,114442,57524,126261,53840,62389,82980,62677,55540,57725,55921,134096,78370,69869,128410,62597,133225,65825,124130,59525,59240,59245,59761,60034,108477,79778,61685,144448,67745,72320,82450,87650,108797,136985,144160,90578,64025,91898,66197,115201,66449,70538,155965,106682,117257,106016,90253,69800,70760,90548,121544,75893,76420,107332,70250,71746,156661,127458,83833,73593,71965,79220,73730,96697,114386,79370,74048,77705,146890,75825,85277,82186,88850,78985,80937,101140,119993,92105,86530,142265,78625,80442,98561,88565,78970,83186,80930,144226,85160,85505,89093,98320,124325,117010,112421,85469,109064,147604,149636,84781,98370,158705,121193,86138,166505,108936,117892,88705,88100,108641,111332,132904,91681,115250,93145,135461,113018,94610,95405,127697,99746,112850,122321,98944,99844,165050,100370,98596,102989,182858,146493,172096,109441,110610,117608,139405,154058,145538,129625,124394,131869,106285,106445,125045,141154,110410,119698,186545,181141,147709,111204,110305,112340,116973,125717,115037,118952,160397,112250,124349,127873,128333,131769,135865,134249,135725,145210,146738,151250,153410,153988,156049,160121,160381,157105,161242,169864,169362,172285,176841,183877,188786,190066,193986,191844,197569,202760,201145,205225,210937,212530,215492,216229,217277,225641,236421,240104,263842,271921,274865,275746,277925,281224,285805,285458,293042,301801,303165,302621,304720,309032
872,1466,2977,6725,3425,1105,905,548,136,0,4761,17,100,4861,586,4133,881,2080,1378,1537,1828,2353,4802,3793,5737,4250,4936,8578,8810,9197,6218,8954,9457,10760,10900,12704,10985,16925,18020,14240,14930,15418,21289,18521,20050,24097,23425,26896,25681,26248,28778,27241,28825,35141,30082,33226,33122,36905,38221,36865,37258,40450,46213,48448,47281,54917,110762,59405,50762,44810,50128,57713,46085,95954,63386,61354,88250,101412,49393,101348,97253,48200,48186,114449,104096,68162,54770,56340,103108,99905,116810,56260,118225,51112,61529,76948,58225,53428,56041,52925,137000,78642,64849,120338,58385,135981,61309,126514,56137,55952,56185,57269,57170,110041,74210,58337,135848,66485,71560,82458,81634,110201,139549,135592,84418,61205,92338,64105,116757,63101,68930,158985,99730,118765,99112,84305,66112,68672,90500,123136,71233,71748,108180,67306,69482,159497,119650,78525,69565,68377,77860,71378,96725,115394,74714,71080,75797,138370,73405,80105,80642,87986,76869,79141,101124,112645,86437,81362,144197,74853,78250,92525,83369,75794,81250,77090,145962,83024,83317,87425,97480,116953,110018,105689,82865,108880,149300,151412,81625,97354,160757,114053,82418,168805,108544,110996,84629,84244,108125,110996,133664,89037,108634,89093,136057,106730,91442,92537,120581,97250,111794,121925,96136,97236,156250,97730,94964,100321,184930,138553,163112,107325,108634,116240,139457,145858,137738,129013,117890,131345,102449,102929,124009,133666,107802,118170,177125,171929,139945,106420,106637,109412,111553,119465,112345,116800,160945,108266,119425,125045,123913,127549,132925,129365,132481,140914,142418,147866,149314,149060,150669,156797,157097,152149,156986,164240,164986,168649,171517,177921,184850,185562,190282,186724,193685,198784,196325,199845,205245,208018,210340,210745,212041,219997,230425,234320,259250,266597,269053,269802,272017,275360,280809,279938,287066,295749,297553,295937,298152,303440
